Year,Leading Cause,Sex,Race Ethnicity,Deaths,Death Rate,Age Adjusted Death Rate
2020,Cerebrovascular Disease (Stroke: I60-I69),Male,Non-Hispanic Black,290,33.4,33.5
2020,"Assault (Homicide: U01-U02, Y87.1, X85-Y09)",Male,Non-Hispanic Black,281,32.3,33.1
2020,Influenza (Flu) and Pneumonia (J09-J18),Male,Non-Hispanic Black,253,29.1,28.9
2020,"Essential Hypertension and Renal Diseases (I10, I12, I15)",Male,Non-Hispanic Black,252,29,29.3
2020,"Accidents Except Drug Poisoning (V01-X39, X43, X45-X59, Y85-Y86)",Male,Non-Hispanic Black,191,22,21.9
2020,All Other Causes,Male,Non-Hispanic Black,1884,216.7,215.4
2020,Covid-19,Male,Other Race/ Ethnicity,159,,
2020,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",Male,Other Race/ Ethnicity,107,,
2020,Malignant Neoplasms (Cancer: C00-C97),Male,Other Race/ Ethnicity,55,,
2020,Cerebrovascular Disease (Stroke: I60-I69),Male,Other Race/ Ethnicity,23,,
2020,"Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use (F11-F16, F18-F19, X40-X42, X44)",Male,Other Race/ Ethnicity,21,,
2020,Diabetes Mellitus (E10-E14),Male,Other Race/ Ethnicity,19,,
2020,Mental and Behavioral Disorders due to Use of Alcohol (F10),Male,Other Race/ Ethnicity,13,,
2020,"Accidents Except Drug Poisoning (V01-X39, X43, X45-X59, Y85-Y86)",Male,Other Race/ Ethnicity,12,,
2020,Influenza (Flu) and Pneumonia (J09-J18),Male,Other Race/ Ethnicity,11,,
2020,Chronic Lower Respiratory Diseases (J40-J47),Male,Other Race/ Ethnicity,10,,
2020,All Other Causes,Male,Other Race/ Ethnicity,100,,
2020,Covid-19,Male,Not Stated/Unknown,468,,
2020,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",Male,Not Stated/Unknown,308,,
2020,Malignant Neoplasms (Cancer: C00-C97),Male,Not Stated/Unknown,87,,
2020,Influenza (Flu) and Pneumonia (J09-J18),Male,Not Stated/Unknown,37,,
2020,"Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use (F11-F16, F18-F19, X40-X42, X44)",Male,Not Stated/Unknown,36,,
2020,Diabetes Mellitus (E10-E14),Male,Not Stated/Unknown,34,,
2020,"Essential Hypertension and Renal Diseases (I10, I12, I15)",Male,Not Stated/Unknown,24,,
2020,Cerebrovascular Disease (Stroke: I60-I69),Male,Not Stated/Unknown,23,,
2020,Chronic Lower Respiratory Diseases (J40-J47),Male,Not Stated/Unknown,20,,
2020,Certain Conditions Originating in the Perinatal Period (P00-P96),Male,Not Stated/Unknown,19,,
2020,All Other Causes,Male,Not Stated/Unknown,199,,
2020,Covid-19,Female,Hispanic,2515,193.4,176.2
2020,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",Female,Hispanic,1850,142.2,127.6
2020,Malignant Neoplasms (Cancer: C00-C97),Female,Hispanic,1095,84.2,77.5
2020,Cerebrovascular Disease (Stroke: I60-I69),Female,Hispanic,293,22.5,20.2
2020,Diabetes Mellitus (E10-E14),Female,Hispanic,269,20.7,18.9
2020,Alzheimer's Disease (G30),Female,Hispanic,224,17.2,15.2
2020,Influenza (Flu) and Pneumonia (J09-J18),Female,Hispanic,223,17.1,15.5
2020,Chronic Lower Respiratory Diseases (J40-J47),Female,Hispanic,190,14.6,13.3
2020,"Essential Hypertension and Renal Diseases (I10, I12, I15)",Female,Hispanic,181,13.9,12.4
2020,"Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use (F11-F16, F18-F19, X40-X42, X44)",Female,Hispanic,133,10.2,9.9
2020,All Other Causes,Female,Hispanic,1478,113.6,104.1
2020,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",Female,Asian and Pacific Islander,785,114.5,95.8
2020,Covid-19,Female,Asian and Pacific Islander,733,106.9,89.8
2020,Malignant Neoplasms (Cancer: C00-C97),Female,Asian and Pacific Islander,599,87.4,73.9
2020,Cerebrovascular Disease (Stroke: I60-I69),Female,Asian and Pacific Islander,119,17.4,14.5
2020,"Essential Hypertension and Renal Diseases (I10, I12, I15)",Female,Asian and Pacific Islander,94,13.7,11.4
2020,Diabetes Mellitus (E10-E14),Female,Asian and Pacific Islander,91,13.3,11.1
2020,Influenza (Flu) and Pneumonia (J09-J18),Female,Asian and Pacific Islander,91,13.3,11.1
2020,Alzheimer's Disease (G30),Female,Asian and Pacific Islander,68,9.9,8.3
2020,"Accidents Except Drug Poisoning (V01-X39, X43, X45-X59, Y85-Y86)",Female,Asian and Pacific Islander,44,6.4,5.5
2020,Chronic Lower Respiratory Diseases (J40-J47),Female,Asian and Pacific Islander,39,5.7,4.8
2020,All Other Causes,Female,Asian and Pacific Islander,561,81.8,70.2
2020,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",Female,Non-Hispanic White,4518,312.3,159.5
2020,Malignant Neoplasms (Cancer: C00-C97),Female,Non-Hispanic White,2500,172.8,114.2
2020,Covid-19,Female,Non-Hispanic White,2362,163.3,91.8
2020,Cerebrovascular Disease (Stroke: I60-I69),Female,Non-Hispanic White,408,28.2,14.8
2020,Chronic Lower Respiratory Diseases (J40-J47),Female,Non-Hispanic White,405,28,15.7
2020,Alzheimer's Disease (G30),Female,Non-Hispanic White,365,25.2,11.5
2020,Influenza (Flu) and Pneumonia (J09-J18),Female,Non-Hispanic White,350,24.2,12.9
2020,"Essential Hypertension and Renal Diseases (I10, I12, I15)",Female,Non-Hispanic White,225,15.6,7.9
2020,Diabetes Mellitus (E10-E14),Female,Non-Hispanic White,198,13.7,8.2
2020,"Accidents Except Drug Poisoning (V01-X39, X43, X45-X59, Y85-Y86)",Female,Non-Hispanic White,161,11.1,6.9
2020,All Other Causes,Female,Non-Hispanic White,2730,188.7,113.9
2020,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",Female,Non-Hispanic Black,3160,307,217.1
2020,Covid-19,Female,Non-Hispanic Black,2700,262.4,191.4
2020,Malignant Neoplasms (Cancer: C00-C97),Female,Non-Hispanic Black,1653,160.6,120.8
2020,Diabetes Mellitus (E10-E14),Female,Non-Hispanic Black,486,47.2,34.4
2020,Cerebrovascular Disease (Stroke: I60-I69),Female,Non-Hispanic Black,369,35.9,25.4
2020,"Essential Hypertension and Renal Diseases (I10, I12, I15)",Female,Non-Hispanic Black,346,33.6,23.9
2020,Influenza (Flu) and Pneumonia (J09-J18),Female,Non-Hispanic Black,254,24.7,17.9
2020,Chronic Lower Respiratory Diseases (J40-J47),Female,Non-Hispanic Black,253,24.6,18.3
2020,"Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use (F11-F16, F18-F19, X40-X42, X44)",Female,Non-Hispanic Black,163,15.8,14
2020,Alzheimer's Disease (G30),Female,Non-Hispanic Black,146,14.2,9.4
2020,All Other Causes,Female,Non-Hispanic Black,2059,200.1,154.8
2020,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",Female,Other Race/ Ethnicity,100,,
2020,Covid-19,Female,Other Race/ Ethnicity,82,,
2020,Malignant Neoplasms (Cancer: C00-C97),Female,Other Race/ Ethnicity,46,,
2020,Diabetes Mellitus (E10-E14),Female,Other Race/ Ethnicity,15,,
2020,Cerebrovascular Disease (Stroke: I60-I69),Female,Other Race/ Ethnicity,13,,
2020,"Essential Hypertension and Renal Diseases (I10, I12, I15)",Female,Other Race/ Ethnicity,7,,
2020,Influenza (Flu) and Pneumonia (J09-J18),Female,Other Race/ Ethnicity,6,,
2020,Alzheimer's Disease (G30),Female,Other Race/ Ethnicity,5,,
2020,"Nephritis, Nephrotic Syndrome and Nephrisis (N00-N07, N17-N19, N25-N27)",Female,Other Race/ Ethnicity,5,,
2020,"Accidents Except Drug Poisoning (V01-X39, X43, X45-X59, Y85-Y86)",Female,Other Race/ Ethnicity,5,,
2020,All Other Causes,Female,Other Race/ Ethnicity,81,,
2020,Covid-19,Female,Not Stated/Unknown,181,,
2020,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",Female,Not Stated/Unknown,140,,
2020,Malignant Neoplasms (Cancer: C00-C97),Female,Not Stated/Unknown,73,,
2020,Diabetes Mellitus (E10-E14),Female,Not Stated/Unknown,23,,
2020,Chronic Lower Respiratory Diseases (J40-J47),Female,Not Stated/Unknown,23,,
2020,"Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use (F11-F16, F18-F19, X40-X42, X44)",Female,Not Stated/Unknown,14,,
2020,Certain Conditions Originating in the Perinatal Period (P00-P96),Female,Not Stated/Unknown,13,,
2020,"Essential Hypertension and Renal Diseases (I10, I12, I15)",Female,Not Stated/Unknown,12,,
2020,Cerebrovascular Disease (Stroke: I60-I69),Female,Not Stated/Unknown,11,,
2020,Influenza (Flu) and Pneumonia (J09-J18),Female,Not Stated/Unknown,9,,
2020,All Other Causes,Female,Not Stated/Unknown,108,,
2021,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",Male,Hispanic,1565,131,156.8
2021,Covid-19,Male,Hispanic,1236,103.4,119.4
2021,Malignant Neoplasms (Cancer: C00-C97),Male,Hispanic,1123,94,110.1
2021,"Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use (F11-F16, F18-F19, X40-X42, X44)",Male,Hispanic,714,59.7,58.2
2021,"Accidents Except Drug Poisoning (V01-X39, X43, X45-X59, Y85-Y86)",Male,Hispanic,255,21.3,22.8
2021,Diabetes Mellitus (E10-E14),Male,Hispanic,213,17.8,20.7
2021,Cerebrovascular Disease (Stroke: I60-I69),Male,Hispanic,209,17.5,21.2
2021,Influenza (Flu) and Pneumonia (J09-J18),Male,Hispanic,195,16.3,19.6
2021,"Chronic Liver Disease and Cirrhosis (K70, K73-K74)",Male,Hispanic,188,15.7,16
2021,Chronic Lower Respiratory Diseases (J40-J47),Male,Hispanic,116,9.7,11.7
2021,All Other Causes,Male,Hispanic,1695,141.8,162.7
2021,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",Male,Asian and Pacific Islander,777,126.2,114.9
2021,Covid-19,Male,Asian and Pacific Islander,739,120,105.2
2021,Malignant Neoplasms (Cancer: C00-C97),Male,Asian and Pacific Islander,719,116.8,102.1
2021,Cerebrovascular Disease (Stroke: I60-I69),Male,Asian and Pacific Islander,133,21.6,19.9
2021,Influenza (Flu) and Pneumonia (J09-J18),Male,Asian and Pacific Islander,109,17.7,16.4
2021,Diabetes Mellitus (E10-E14),Male,Asian and Pacific Islander,94,15.3,13.6
2021,"Accidents Except Drug Poisoning (V01-X39, X43, X45-X59, Y85-Y86)",Male,Asian and Pacific Islander,91,14.8,13.7
2021,Chronic Lower Respiratory Diseases (J40-J47),Male,Asian and Pacific Islander,67,10.9,10.1
2021,"Essential Hypertension and Renal Diseases (I10, I12, I15)",Male,Asian and Pacific Islander,63,10.2,9.4
2021,"Intentional Self-Harm (Suicide: U03, X60-X84, Y87.0)",Male,Asian and Pacific Islander,53,8.6,8.3
2021,All Other Causes,Male,Asian and Pacific Islander,651,105.7,99.5
2021,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",Male,Non-Hispanic White,3453,261.5,189.7
2021,Malignant Neoplasms (Cancer: C00-C97),Male,Non-Hispanic White,2377,180,132.9
2021,Covid-19,Male,Non-Hispanic White,1539,116.6,84.6
2021,Influenza (Flu) and Pneumonia (J09-J18),Female,Hispanic,169,13.3,11.6
2021,"Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use (F11-F16, F18-F19, X40-X42, X44)",Male,Non-Hispanic White,593,44.9,41.4
2021,Influenza (Flu) and Pneumonia (J09-J18),Male,Non-Hispanic White,339,25.7,18.2
2021,Cerebrovascular Disease (Stroke: I60-I69),Male,Non-Hispanic White,279,21.1,15.2
2021,"Accidents Except Drug Poisoning (V01-X39, X43, X45-X59, Y85-Y86)",Male,Non-Hispanic White,266,20.1,16.6
2021,Chronic Lower Respiratory Diseases (J40-J47),Male,Non-Hispanic White,264,20,14.2
2021,Diabetes Mellitus (E10-E14),Male,Non-Hispanic White,263,19.9,14.8
2021,"Essential Hypertension and Renal Diseases (I10, I12, I15)",Male,Non-Hispanic White,187,14.2,10.2
2021,All Other Causes,Male,Non-Hispanic White,2777,210.3,161.9
2021,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",Male,Non-Hispanic Black,2306,272.5,259.8
2021,Malignant Neoplasms (Cancer: C00-C97),Male,Non-Hispanic Black,1283,151.6,141.8
2021,Covid-19,Male,Non-Hispanic Black,916,108.2,102.1
2021,"Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use (F11-F16, F18-F19, X40-X42, X44)",Male,Non-Hispanic Black,652,77,69.5
2021,Diabetes Mellitus (E10-E14),Male,Non-Hispanic Black,304,35.9,33.7
2021,"Assault (Homicide: U01-U02, Y87.1, X85-Y09)",Male,Non-Hispanic Black,291,34.4,34.9
2021,Cerebrovascular Disease (Stroke: I60-I69),Male,Non-Hispanic Black,260,30.7,29.4
2021,"Accidents Except Drug Poisoning (V01-X39, X43, X45-X59, Y85-Y86)",Male,Non-Hispanic Black,211,24.9,24.1
2021,Influenza (Flu) and Pneumonia (J09-J18),Male,Non-Hispanic Black,196,23.2,22.5
2021,"Essential Hypertension and Renal Diseases (I10, I12, I15)",Male,Non-Hispanic Black,182,21.5,20.8
2021,All Other Causes,Male,Non-Hispanic Black,1886,222.9,216.1
2021,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",Male,Other Race/ Ethnicity,106,,
2021,Covid-19,Male,Other Race/ Ethnicity,78,,
2021,Malignant Neoplasms (Cancer: C00-C97),Male,Other Race/ Ethnicity,52,,
2021,Diabetes Mellitus (E10-E14),Male,Other Race/ Ethnicity,15,,
2021,"Accidents Except Drug Poisoning (V01-X39, X43, X45-X59, Y85-Y86)",Male,Other Race/ Ethnicity,14,,
2021,Cerebrovascular Disease (Stroke: I60-I69),Male,Other Race/ Ethnicity,11,,
2021,Influenza (Flu) and Pneumonia (J09-J18),Male,Other Race/ Ethnicity,11,,
2021,"Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use (F11-F16, F18-F19, X40-X42, X44)",Male,Other Race/ Ethnicity,9,,
2021,Alzheimer's Disease (G30),Male,Other Race/ Ethnicity,9,,
2021,Chronic Liver Diseases and Cirrhosis,Male,Other Race/ Ethnicity,9,,
2021,"Intentional Self-Harm (Suicide: U03, X60-X84, Y87.0)",Male,Other Race/ Ethnicity,9,,
2021,All Other Causes,Male,Other Race/ Ethnicity,84,,
2021,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",Male,Not Stated/Unknown,190,,
2021,Malignant Neoplasms (Cancer: C00-C97),Male,Not Stated/Unknown,84,,
2021,Covid-19,Male,Not Stated/Unknown,66,,
2021,"Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use (F11-F16, F18-F19, X40-X42, X44)",Male,Not Stated/Unknown,53,,
2021,Diabetes Mellitus (E10-E14),Male,Not Stated/Unknown,22,,
2021,"Accidents Except Drug Poisoning (V01-X39, X43, X45-X59, Y85-Y86)",Male,Not Stated/Unknown,20,,
2021,Septicemia,Male,Not Stated/Unknown,17,,
2021,Chronic Lower Respiratory Diseases (J40-J47),Male,Not Stated/Unknown,17,,
2021,"Intentional Self-Harm (Suicide: U03, X60-X84, Y87.0)",Male,Not Stated/Unknown,17,,
2021,Mental and Behavioral Disorders due to Use of Alcohol (F10),Male,Not Stated/Unknown,16,,
2021,Cerebrovascular Disease (Stroke: I60-I69),Male,Not Stated/Unknown,16,,
2021,Influenza (Flu) and Pneumonia (J09-J18),Male,Not Stated/Unknown,16,,
2021,Chronic Liver Diseases and Cirrhosis,Male,Not Stated/Unknown,16,,
2021,All Other Causes,Male,Not Stated/Unknown,163,,
2021,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",Female,Hispanic,1409,111,95.5
2021,Malignant Neoplasms (Cancer: C00-C97),Female,Hispanic,1157,91.2,80.8
2021,Covid-19,Female,Hispanic,966,76.1,66.8
2021,Cerebrovascular Disease (Stroke: I60-I69),Female,Hispanic,265,20.9,18
2021,"Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use (F11-F16, F18-F19, X40-X42, X44)",Female,Hispanic,233,18.4,17.8
2021,Alzheimer's Disease (G30),Female,Hispanic,223,17.6,14.7
2021,Diabetes Mellitus (E10-E14),Female,Hispanic,184,14.5,12.6
2021,Chronic Lower Respiratory Diseases (J40-J47),Female,Hispanic,163,12.8,11.3
2021,"Essential Hypertension and Renal Diseases (I10, I12, I15)",Female,Hispanic,147,11.6,9.9
2021,All Other Causes,Female,Hispanic,1589,125.2,111
2021,Malignant Neoplasms (Cancer: C00-C97),Female,Asian and Pacific Islander,615,91.6,73.9
2021,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",Female,Asian and Pacific Islander,607,90.4,70.3
2021,Covid-19,Female,Asian and Pacific Islander,413,61.5,48.9
2021,Cerebrovascular Disease (Stroke: I60-I69),Female,Asian and Pacific Islander,128,19.1,15.2
2021,Diabetes Mellitus (E10-E14),Female,Asian and Pacific Islander,77,11.5,9
2021,Influenza (Flu) and Pneumonia (J09-J18),Female,Asian and Pacific Islander,64,9.5,7.5
2021,"Essential Hypertension and Renal Diseases (I10, I12, I15)",Female,Asian and Pacific Islander,60,8.9,7
2021,Alzheimer's Disease (G30),Female,Asian and Pacific Islander,59,8.8,6.8
2021,"Accidents Except Drug Poisoning (V01-X39, X43, X45-X59, Y85-Y86)",Female,Asian and Pacific Islander,42,6.3,5.2
2021,Chronic Lower Respiratory Diseases (J40-J47),Female,Asian and Pacific Islander,40,6,4.6
2021,All Other Causes,Female,Asian and Pacific Islander,559,83.2,68.7
2021,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",Female,Non-Hispanic White,3601,263.5,132.7
2021,Malignant Neoplasms (Cancer: C00-C97),Female,Non-Hispanic White,2427,177.6,112.8
2021,Covid-19,Female,Non-Hispanic White,1152,84.3,46.3
2021,Cerebrovascular Disease (Stroke: I60-I69),Female,Non-Hispanic White,451,33,16.5
2021,Alzheimer's Disease (G30),Female,Non-Hispanic White,343,25.1,11.2
2021,Chronic Lower Respiratory Diseases (J40-J47),Female,Non-Hispanic White,342,25,13.8
2021,Influenza (Flu) and Pneumonia (J09-J18),Female,Non-Hispanic White,293,21.4,11.1
2021,"Essential Hypertension and Renal Diseases (I10, I12, I15)",Female,Non-Hispanic White,224,16.4,8
2021,"Accidents Except Drug Poisoning (V01-X39, X43, X45-X59, Y85-Y86)",Female,Non-Hispanic White,213,15.6,9.2
2021,"Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use (F11-F16, F18-F19, X40-X42, X44)",Female,Non-Hispanic White,189,13.8,13.1
2021,All Other Causes,Female,Non-Hispanic White,2670,195.4,116.8
2021,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",Female,Non-Hispanic Black,2356,235.4,162.7
2021,Malignant Neoplasms (Cancer: C00-C97),Female,Non-Hispanic Black,1621,161.9,118.6
2021,Covid-19,Female,Non-Hispanic Black,1029,102.8,74.2
2021,Cerebrovascular Disease (Stroke: I60-I69),Female,Non-Hispanic Black,365,36.5,25.3
2021,Diabetes Mellitus (E10-E14),Female,Non-Hispanic Black,341,34.1,24.3
2021,"Essential Hypertension and Renal Diseases (I10, I12, I15)",Female,Non-Hispanic Black,273,27.3,18.8
2021,"Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use (F11-F16, F18-F19, X40-X42, X44)",Female,Non-Hispanic Black,229,22.9,20.3
2021,Influenza (Flu) and Pneumonia (J09-J18),Female,Non-Hispanic Black,220,22,15.3
2021,Chronic Lower Respiratory Diseases (J40-J47),Female,Non-Hispanic Black,186,18.6,13.3
2021,Alzheimer's Disease (G30),Female,Non-Hispanic Black,175,17.5,11.1
2021,All Other Causes,Female,Non-Hispanic Black,1993,199.1,151
2021,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",Female,Other Race/ Ethnicity,85,,
2021,Covid-19,Female,Other Race/ Ethnicity,62,,
2021,Malignant Neoplasms (Cancer: C00-C97),Female,Other Race/ Ethnicity,61,,
2021,Diabetes Mellitus (E10-E14),Female,Other Race/ Ethnicity,15,,
2021,Cerebrovascular Disease (Stroke: I60-I69),Female,Other Race/ Ethnicity,15,,
2021,Septicemia,Female,Other Race/ Ethnicity,7,,
2021,Alzheimer's Disease (G30),Female,Other Race/ Ethnicity,6,,
2021,Chronic Lower Respiratory Diseases (J40-J47),Female,Other Race/ Ethnicity,6,,
2021,"Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use (F11-F16, F18-F19, X40-X42, X44)",Female,Other Race/ Ethnicity,5,,
2021,"Essential Hypertension and Renal Diseases (I10, I12, I15)",Female,Other Race/ Ethnicity,4,,
2021,Influenza (Flu) and Pneumonia (J09-J18),Female,Other Race/ Ethnicity,4,,
2021,All Other Causes,Female,Other Race/ Ethnicity,71,,
2021,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",Female,Not Stated/Unknown,113,,
2021,Malignant Neoplasms (Cancer: C00-C97),Female,Not Stated/Unknown,59,,
2021,Covid-19,Female,Not Stated/Unknown,33,,
2021,Cerebrovascular Disease (Stroke: I60-I69),Female,Not Stated/Unknown,17,,
2021,"Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use (F11-F16, F18-F19, X40-X42, X44)",Female,Not Stated/Unknown,15,,
2021,Certain Conditions Originating in the Perinatal Period (P00-P96),Female,Not Stated/Unknown,15,,
2021,Influenza (Flu) and Pneumonia (J09-J18),Female,Not Stated/Unknown,12,,
2021,Chronic Lower Respiratory Diseases (J40-J47),Female,Not Stated/Unknown,11,,
2021,"Essential Hypertension and Renal Diseases (I10, I12, I15)",Female,Not Stated/Unknown,10,,
2021,Human Immunodeficiency Viruses Diseases,Female,Not Stated/Unknown,7,,
2021,Diabetes Mellitus (E10-E14),Female,Not Stated/Unknown,7,,
2021,Alzheimer's Disease (G30),Female,Not Stated/Unknown,7,,
