CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,RECORD DATE,INSPECTION TYPE,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,NTA,Location Point1
50108639,QDOBA MEXICAN EAT,Staten Island,2335,RICHMOND AVENUE,10314,2156337000,Mexican,12/01/2021,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,18,,,10/09/2024,Pre-permit (Operational) / Initial Inspection,40.591336573073,-74.1649133005,502,51,027706,5107370,5023800040,SI24,
50052863,HANOVER GOURMET DELI,Manhattan,3,HANOVER SQUARE,10004,2122693232,Sandwiches/Salads/Mixed Buffet,06/02/2023,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,10,A,06/02/2023,10/09/2024,Cycle Inspection / Initial Inspection,40.704800657511,-74.009622728173,101,01,000700,1000831,1000280001,MN25,
50101478,JOE COFFEE,Manhattan,29,UNION SQUARE WEST,10003,9172827820,Coffee/Tea,03/29/2024,Violations were cited in the following area(s).,10G,"Dishwashing and ware washing: Cleaning and sanitizing of tableware, including dishes, utensils, and equipment deficient.",Not Critical,12,A,03/29/2024,10/09/2024,Cycle Inspection / Initial Inspection,40.736431394342,-73.990830957849,105,02,005200,1016075,1008430029,MN13,
50118527,BK TOP-NOTCH RESTAURANT,Brooklyn,7406,NEW UTRECHT AVENUE,11204,7182562138,Bakery Products/Desserts,04/20/2023,Violations were cited in the following area(s).,05D,"No hand washing facility in or adjacent to toilet room or within 25 feet of a food preparation, food service or ware washing area.  Hand washing facility not accessible, obstructed or used for non-hand washing purposes. No hot and cold running water or water at inadequate pressure. No soap or acceptable hand-drying device.",Critical,42,,,10/09/2024,Cycle Inspection / Initial Inspection,40.616454882103,-73.999762272765,311,38,018800,3159557,3062140013,BK28,
41394169,PIAZZA PIZZA,Queens,3106,42 STREET,11103,7187778118,Pizza,09/01/2021,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,26,,,10/09/2024,Cycle Inspection / Initial Inspection,40.760112916863,-73.915871704521,401,22,015500,4011196,4006790044,QN70,
50003104,BEDFORD PIZZA CAFE,Bronx,380,BEDFORD PARK BOULEVARD,10458,9178010770,Pizza,08/19/2024,Violations were cited in the following area(s).,02G,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,19,Z,08/19/2024,10/09/2024,Cycle Inspection / Re-inspection,40.86772311622,-73.884022677369,207,15,040702,2016424,2032790062,BX05,
50101082,DANTE WEST VILLAGE,Manhattan,551,HUDSON STREET,10014,3477075656,Italian,10/19/2021,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,28,,,10/09/2024,Pre-permit (Operational) / Initial Inspection,40.735234883433,-74.006062067345,102,03,007500,1011886,1006330058,MN23,
50061416,LA ESQUINA,Manhattan,1402,2 AVENUE,10021,6468756055,Mexican,12/01/2022,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,18,B,12/01/2022,10/09/2024,Cycle Inspection / Re-inspection,40.769369406815,-73.957929988062,108,05,012600,1085187,1014477501,MN31,
41196158,ELEVEN B,Manhattan,174,AVENUE B,10009,2123889811,Pizza,04/03/2023,Violations were cited in the following area(s).,04M,Live roaches in facility's food or non-food area.,Critical,37,,,10/09/2024,Cycle Inspection / Initial Inspection,40.727374956791,-73.979542944959,103,02,003400,1005137,1004040028,MN22,
50111962,CINNABON,Bronx,2100,BARTOW AVENUE,10475,7863690471,Bakery Products/Desserts,06/10/2022,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,0,,,10/09/2024,Cycle Inspection / Compliance Inspection,40.869419885607,-73.825738432827,210,12,046201,2094224,2051410810,BX13,
50110602,LE PAIN QUOTIDIEN,Manhattan,921,BROADWAY,10010,6465752839,Bakery Products/Desserts,04/09/2024,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,67,,,10/09/2024,Cycle Inspection / Initial Inspection,40.739969286374,-73.989563839677,105,03,005600,1016239,1008500001,MN13,
50121050,STEAM,Manhattan,470,6 AVENUE,10011,9176172111,Asian/Asian Fusion,12/07/2022,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,39,C,12/07/2022,10/09/2024,Pre-permit (Operational) / Re-inspection,40.735654976226,-73.998065899608,102,02,006300,1080142,1005750003,MN23,
41384329,ICHI SUSHI I,Brooklyn,2040,86 STREET,11214,7183732929,Japanese,03/29/2022,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,7,A,03/29/2022,10/09/2024,Cycle Inspection / Initial Inspection,40.603996267879,-73.997266648916,311,43,028800,3166938,3063760040,BK28,
50106762,SOULFUL FOODS,Brooklyn,194,ROCKAWAY AVENUE,11233,9175478222,Soul Food,03/07/2024,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,22,B,03/07/2024,10/09/2024,Cycle Inspection / Re-inspection,40.676627019193,-73.910908525109,316,41,030100,3042594,3015670041,BK79,
50134525,BIANCO LATTE,Brooklyn,109,BEDFORD AVENUE,11211,7187289712,American,04/18/2023,Violations were cited in the following area(s).,06A,Personal cleanliness is inadequate. Outer garment soiled with possible contaminant. Effective hair restraint not worn where required.  Jewelry worn on hands or arms.  Fingernail polish worn or fingernails not kept clean and trimmed.,Critical,34,,,10/09/2024,Pre-permit (Operational) / Initial Inspection,40.720119122438,-73.95525192459,301,33,051700,3251727,3022910001,BK73,
50103766,WINDSOR CAFE,Brooklyn,220,PROSPECT PARK WEST,11215,7187889700,American,10/21/2021,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,38,,,10/09/2024,Pre-permit (Operational) / Initial Inspection,40.660065088866,-73.98065576663,307,39,016900,3026916,3011090042,BK40,
50048295,"DUNKIN', 'BASKIN ROBBINS",Brooklyn,1993,ATLANTIC AVENUE,11233,7183425133,Donuts,04/19/2024,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,12,A,04/19/2024,10/09/2024,Cycle Inspection / Initial Inspection,40.676639337378,-73.916327113072,316,41,030100,3042426,3015620001,BK79,
50156548,,Manhattan,330,EAST   53 STREET,10022,9175203010,,01/01/1900,,,,Not Applicable,,,,10/09/2024,,40.756383973079,-73.966294268717,106,04,009800,1039810,1013450039,MN19,
50047339,PRIME PIZZA KITCHEN,Staten Island,1778,HYLAN BOULEVARD,10305,7183515000,Pizza,11/14/2022,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,9,A,11/14/2022,10/09/2024,Cycle Inspection / Initial Inspection,40.585576672709,-74.093005430142,502,50,011201,5052874,5036500001,SI36,
50138779,EL CHANTILLY BAKERY,Brooklyn,5713,4 AVENUE,11220,6466432194,Bakery Products/Desserts,07/26/2023,Violations were cited in the following area(s).,20-08,Failure to post or conspicuously post healthy eating information,Not Critical,,,,10/09/2024,Administrative Miscellaneous / Initial Inspection,40.642402833167,-74.016780726094,307,38,007400,3337335,3008470004,BK32,
50015243,DUE MONDI CIVIC ASSOCIATION,Queens,97-26,99 STREET,11416,6313170118,American,05/14/2018,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,41,C,05/14/2018,10/09/2024,Cycle Inspection / Re-inspection,40.686666162643,-73.843204527526,409,32,003800,4188688,4090750037,QN53,
50130121,LULA MAE'S,Brooklyn,472,MYRTLE AVENUE,11205,3474575058,Asian/Asian Fusion,08/15/2024,Violations were cited in the following area(s).,06C,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",Critical,37,,,10/09/2024,Pre-permit (Operational) / Initial Inspection,40.693369661678,-73.966430823965,302,35,019500,3054864,3019040028,BK69,
50103245,XIA CHI BEI  SPICY SEAFOOD,Queens,13655,ROOSEVELT AVE,11354,7187956999,Chinese,04/04/2023,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,34,C,04/04/2023,10/09/2024,Pre-permit (Operational) / Re-inspection,40.760023562641,-73.828314315508,407,20,087100,4112510,4049800061,QN22,
50109637,FIVE IRON GOLF,Manhattan,22,STONE STREET,10004,6094392777,American,09/13/2021,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,13,A,09/13/2021,10/09/2024,Pre-permit (Operational) / Initial Inspection,40.704009947722,-74.011920066705,101,01,000900,1000025,1000100016,MN25,
40788886,STARBUCKS,Manhattan,750,6 AVENUE,10010,6462307208,Coffee/Tea,07/23/2021,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,2,A,07/23/2021,10/09/2024,Cycle Inspection / Initial Inspection,40.744007027064,-73.991984743351,105,03,005800,1085951,1008260001,MN13,
50125811,NEW HOUSE GARDEN KITCHEN,Brooklyn,2102,AVENUE X,11235,6463876107,Chinese,05/28/2024,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 °F.,Critical,12,A,05/28/2024,10/09/2024,Cycle Inspection / Initial Inspection,40.592868534829,-73.948960774351,315,48,059401,3203206,3074220201,BK17,
40372262,LA RIPAILLE RESTAURANT,Manhattan,605,HUDSON STREET,10014,2122554406,French,09/13/2022,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,24,,,10/09/2024,Cycle Inspection / Initial Inspection,40.73735385778,-74.005741105387,102,03,007900,1011371,1006240017,MN23,
41468766,CANTEEN,Brooklyn,57,4 AVENUE,11217,7187892133,American,05/09/2022,Violations were cited in the following area(s).,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant. Effective hair restraint not worn in an area where food is prepared.,Critical,9,A,05/09/2022,10/09/2024,Cycle Inspection / Initial Inspection,40.682574810486,-73.979542319271,306,39,012901,3018474,3009300077,BK37,
50048298,"DUNKIN', 'BASKIN ROBBINS",Brooklyn,3319,FULTON STREET,11208,3474350286,Donuts,05/16/2022,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,0,,,10/09/2024,Cycle Inspection / Initial Inspection,40.683423025747,-73.872990533839,305,37,117602,3092269,3041300071,BK83,
41665894,ESSEN,Manhattan,515,MADISON AVENUE,10022,2122074566,American,05/05/2022,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,46,,,10/09/2024,Cycle Inspection / Initial Inspection,40.759657681129,-73.973782736961,105,04,010200,1035728,1012890021,MN17,
50158858,LA TORRETTA PIZZERIA,Staten Island,853,CASTLETON AVENUE,10310,6462484595,,01/01/1900,,,,Not Applicable,,,,10/09/2024,,40.634739292452,-74.110696097946,501,49,010500,5004174,5001520065,SI35,
50117809,MING WONG RESTAURANT,Manhattan,61,MOTT STREET,10013,6463705005,Chinese,03/05/2024,Violations were cited in the following area(s).,04A,Food Protection Certificate (FPC) not held by manager or supervisor of food operations.,Critical,51,C,03/05/2024,10/09/2024,Cycle Inspection / Re-inspection,40.71596128159,-73.998297342146,103,01,002900,1002399,1002000024,MN27,
41617377,STARBUCKS,Manhattan,1585,BROADWAY,10036,2125417515,Coffee/Tea,11/28/2023,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",Critical,34,,,10/09/2024,Cycle Inspection / Initial Inspection,40.760208690386,-73.985333660578,105,03,012500,1076193,1010197502,MN17,
